street_number,route,locality-political,postal_code,latitude_longitude
2000,Sobre Vista Road,Sonoma,95476.0,"38.32,-122.53"
94,Vista Circle,Sonoma,95476.0,"38.32,-122.49"
560,Hopkins Street,Sonoma,95476.0,"38.31,-122.49"
855,Laurel Avenue,El Verano,95433.0,"38.3,-122.49"
100,Verano Avenue,Sonoma,95476.0,"38.3,-122.48"
19464,Arnold Drive,Sonoma,95476.0,"38.29,-122.49"
1100,Leveroni Road,Sonoma,95476.0,"38.27,-122.49"
1556,Moon Mountain Road,Sonoma,95476.0,"38.34,-122.47"
440,Mountain Avenue,Sonoma,95476.0,"38.32,-122.48"
50,Mulford Lane,Sonoma,95476.0,"38.31,-122.48"
8960,Sonoma Highway,Kenwood,95452.0,"38.42,-122.55"
5310,Enterprise Road,Glen Ellen,95442.0,"38.38,-122.58"
1000,Nuns Canyon Road,Glen Ellen,95442.0,"38.4,-122.5"
15000,Sonoma Highway,Glen Ellen,95442.0,"38.35,-122.5"
1883,London Ranch Road,Glen Ellen,95442.0,"38.36,-122.54"
1004,South McDowell Boulevard,Petaluma,94954.0,"38.24,-122.61"
1200,Casa Grande Road,Petaluma,94954.0,"38.23,-122.61"
1117,Ramona Lane,Petaluma,94954.0,"38.24,-122.62"
1713,Sarkesian Drive,Petaluma,94954.0,"38.25,-122.61"
2039,Crinella Drive,Petaluma,94954.0,"38.24,-122.6"
259B,North McDowell Boulevard,Petaluma,94954.0,"38.25,-122.63"
,,Petaluma,94954.0,"38.25,-122.62"
501,Sky Ranch Drive,Petaluma,94954.0,"38.26,-122.61"
3510,Manor Lane,Petaluma,94954.0,"38.27,-122.57"
7300,Old Lakeville No 3 Road,Petaluma,94954.0,"38.17,-122.51"
1633,Andover Way,Petaluma,94954.0,"38.27,-122.65"
413,Redrock Way,Petaluma,94954.0,"38.26,-122.63"
1230,North McDowell Boulevard,Petaluma,94954.0,"38.27,-122.66"
309,Vallejo Street,Petaluma,94952.0,"38.24,-122.63"
715,Petaluma Boulevard South,Petaluma,94952.0,"38.23,-122.63"
614,C Street,Petaluma,94952.0,"38.23,-122.64"
1117,East Sunnyslope Road,Petaluma,94952.0,"38.22,-122.63"
142,Grevillia Drive,Petaluma,94952.0,"38.21,-122.63"
16,Dana Street,Petaluma,94952.0,"38.23,-122.65"
4800,D Extension Street,Petaluma,94952.0,"38.2,-122.66"
82,Lakeville Street,Petaluma,94952.0,"38.24,-122.64"
2001,Petaluma Boulevard North,Petaluma,94952.0,"38.25,-122.65"
523,West Street,Petaluma,94952.0,"38.24,-122.65"
168,Graylawn Avenue,Petaluma,94952.0,"38.25,-122.64"
465,Rainsville Road,Petaluma,94952.0,"38.27,-122.69"
2188,Magnolia Avenue,Petaluma,94952.0,"38.25,-122.67"
782,Thompson Lane,Petaluma,94952.0,"38.25,-122.68"
480,Lohrman Lane,Petaluma,94952.0,"38.24,-122.67"
816,Bessie Mae Lane,Petaluma,94952.0,"38.29,-122.77"
5520,Bodega Avenue,Petaluma,94952.0,"38.26,-122.73"
951,Kaufman Road,Petaluma,94952.0,"38.23,-122.7"
390,Rohnert Park Expressway,Rohnert Park,94928.0,"38.35,-122.72"
,,Cotati,94931.0,"38.31,-122.72"
8323,Petaluma Hill Road,Penngrove,94951.0,"38.31,-122.67"
960,Rose Avenue,Penngrove,94951.0,"38.3,-122.69"
5805,Oak Avenue,Cotati,94931.0,"38.34,-122.73"
518,Lassen Court,Rohnert Park,94928.0,"38.32,-122.69"
,,Cotati,94931.0,"38.33,-122.71"
9201,Redtail Hawk Lane,Cotati,94931.0,"38.31,-122.7"
357,Burton Avenue,Rohnert Park,94928.0,"38.33,-122.7"
1330,Southwest Boulevard,Rohnert Park,94928.0,"38.34,-122.69"
,,Rohnert Park,94928.0,"38.34,-122.71"
6188,Santa Clara Place,Rohnert Park,94928.0,"38.35,-122.69"
6125,Commerce Boulevard,Rohnert Park,94928.0,"38.35,-122.71"
626,Racquet Club Circle,Rohnert Park,94928.0,"38.35,-122.7"
508,Baron Drive,Rohnert Park,94928.0,"38.34,-122.7"
4412,Hillview Way,Rohnert Park,94928.0,"38.37,-122.69"
127,Fescue Way,Rohnert Park,94928.0,"38.37,-122.71"
1152,Emily Avenue,Rohnert Park,94928.0,"38.36,-122.69"
5727b,Davis Circle,Rohnert Park,94928.0,"38.36,-122.7"
4413,Lichau Road,Penngrove,94951.0,"38.34,-122.63"
4730,Snyder Lane,Santa Rosa,95404.0,"38.36,-122.68"
1906,William Drive,Penngrove,94951.0,"38.33,-122.67"
,Eastern Route Trail,Santa Rosa,95404.0,"38.4,-122.68"
,Linwood Avenue,Santa Rosa,95404.0,"38.43,-122.7"
1900,Santa Rosa Avenue,Santa Rosa,95407.0,"38.42,-122.71"
3150,Education Drive,Santa Rosa,95407.0,"38.4,-122.71"
507,Ward Road,Santa Rosa,95407.0,"38.39,-122.7"
6537,Birch Drive,Santa Rosa,95404.0,"38.4,-122.62"
2750,Summerfield Road,Santa Rosa,95405.0,"38.44,-122.66"
4060,Hoen Avenue,Santa Rosa,95405.0,"38.44,-122.67"
3780,Bennett Valley Road,Santa Rosa,95404.0,"38.43,-122.68"
4030,Grange Road,Santa Rosa,95404.0,"38.4,-122.65"
1965,Skye Avenue,Santa Rosa,95404.0,"38.37,-122.65"
2521,Tamarisk Drive,Santa Rosa,95405.0,"38.43,-122.67"
3330,Yulupa Avenue,Santa Rosa,95405.0,"38.42,-122.66"
,Unnamed Road,Santa Rosa,95409.0,"38.46,-122.58"
,South Burma Trail,Santa Rosa,95404.0,"38.42,-122.61"
312,Mountain Vista Court,Santa Rosa,95409.0,"38.43,-122.58"
7133,Oak Leaf Drive,Santa Rosa,95409.0,"38.44,-122.59"
423,Oak Point Place,Santa Rosa,95409.0,"38.43,-122.59"
950,Vía Roble,Kenwood,95452.0,"38.41,-122.56"
4880,Bridle Trail,Santa Rosa,95409.0,"38.46,-122.66"
1005,Slate Drive,Santa Rosa,95405.0,"38.45,-122.66"
646,Cordelia Drive,Santa Rosa,95405.0,"38.45,-122.67"
1289,Franquette Avenue,Santa Rosa,95405.0,"38.44,-122.68"
1720,Proctor Drive,Santa Rosa,95404.0,"38.45,-122.7"
3261,Hartley Drive,Santa Rosa,95405.0,"38.45,-122.68"
2367,Hoen Avenue,Santa Rosa,95405.0,"38.44,-122.69"
141,Glenwood Court,Santa Rosa,95405.0,"38.44,-122.7"
,,Santa Rosa,95405.0,"38.45,-122.69"
702,Bennett Valley Road,Santa Rosa,95404.0,"38.43,-122.71"
510,Davis Street,Santa Rosa,95401.0,"38.44,-122.72"
730,2nd Street,Santa Rosa,95404.0,"38.44,-122.71"
"400-498,401-499",De Vera Way,Santa Rosa,95404.0,"38.47,-122.72"
2118,Harris Court,Santa Rosa,95401.0,"38.46,-122.72"
455,Ridgway Avenue,Santa Rosa,95401.0,"38.45,-122.72"
1857,Wright Street,Santa Rosa,95404.0,"38.46,-122.71"
907,Wright Street,Santa Rosa,95404.0,"38.45,-122.71"
3055,Jaylee Drive,Santa Rosa,95404.0,"38.48,-122.68"
4765,Granada Drive,Santa Rosa,95409.0,"38.47,-122.67"
820,Shady Oak Drive,Santa Rosa,95404.0,"38.46,-122.68"
1034,Winding Ridge Court,Santa Rosa,95404.0,"38.46,-122.7"
3631,Alta Vista Avenue,Santa Rosa,95409.0,"38.46,-122.69"
855,Fountaingrove Parkway,Santa Rosa,95403.0,"38.48,-122.72"
4171,Old Vineyard Lane,Santa Rosa,95404.0,"38.5,-122.71"
6975,Montecito Boulevard,Santa Rosa,95409.0,"38.48,-122.66"
5065,Algiers Avenue,Santa Rosa,95409.0,"38.47,-122.66"
5433,Spring Lake Court,Santa Rosa,95409.0,"38.46,-122.65"
4693,Wallace Road North,Santa Rosa,95404.0,"38.51,-122.69"
2000,Escalero Road,Santa Rosa,95409.0,"38.48,-122.64"
324,Beech Avenue,Santa Rosa,95409.0,"38.47,-122.65"
1465,Los Alamos Road,Santa Rosa,95409.0,"38.48,-122.6"
6200,Gates Road,Santa Rosa,95404.0,"38.54,-122.62"
6101,Cleland Road,Santa Rosa,95404.0,"38.5,-122.63"
836,Vaughn Court,Santa Rosa,95409.0,"38.48,-122.65"
314,Shiloh Meadow,Santa Rosa,95403.0,"38.54,-122.75"
440,Colonial Park Drive,Santa Rosa,95403.0,"38.52,-122.78"
2525,Laughlin Road,Fulton,95439.0,"38.5,-122.79"
5565,Faught Road,Larkfield-Wikiup,95403.0,"38.52,-122.76"
4745,Old Redwood Highway,Larkfield-Wikiup,95403.0,"38.5,-122.75"
1175,West Steele Lane,Santa Rosa,95403.0,"38.46,-122.73"
3135,Cleveland Avenue,Santa Rosa,95403.0,"38.47,-122.73"
1675,Russell Avenue,Santa Rosa,95403.0,"38.47,-122.74"
2059,West Steele Lane,Santa Rosa,95403.0,"38.46,-122.74"
1049,Hopper Avenue,Santa Rosa,95403.0,"38.48,-122.74"
1629,Hopper Avenue,Santa Rosa,95403.0,"38.48,-122.75"
200,Wood Ranch Road,Fulton,95439.0,"38.48,-122.79"
1695,Willowside Road,Santa Rosa,95401.0,"38.46,-122.81"
2800,Audubon Court,Santa Rosa,95403.0,"38.46,-122.75"
2933,Arden Way,Santa Rosa,95403.0,"38.46,-122.76"
1301,Clover Drive,Santa Rosa,95401.0,"38.45,-122.74"
943,West 8th Street,Santa Rosa,95401.0,"38.44,-122.74"
430,Boyce Street,Santa Rosa,95401.0,"38.44,-122.73"
705,Stony Point Road,Santa Rosa,95407.0,"38.43,-122.74"
855,Sebastopol Road,Santa Rosa,95407.0,"38.43,-122.73"
1191,Halyard Drive,Santa Rosa,95401.0,"38.45,-122.76"
5715,Hall Road,Santa Rosa,95401.0,"38.44,-122.82"
2375,West 3rd Street,Santa Rosa,95401.0,"38.44,-122.76"
4355,Hall Road,Santa Rosa,95401.0,"38.44,-122.78"
977,Irwin Lane,Santa Rosa,95401.0,"38.42,-122.79"
1762,Stony Point Road,Santa Rosa,95407.0,"38.42,-122.74"
521,Boyd Street,Santa Rosa,95407.0,"38.43,-122.72"
525,Pinewood Drive,Santa Rosa,95407.0,"38.42,-122.72"
1934,Biwana Drive,Santa Rosa,95407.0,"38.42,-122.73"
3138,Wilder Road,Santa Rosa,95407.0,"38.4,-122.73"
411,Millbrae Avenue,Santa Rosa,95407.0,"38.37,-122.73"
32,Leisure Park Circle,Santa Rosa,95401.0,"38.43,-122.75"
4576,Concord Avenue,Santa Rosa,95407.0,"38.41,-122.78"
3335,Llano Road,Santa Rosa,95407.0,"38.39,-122.77"
2285,West Hearn Avenue,Santa Rosa,95407.0,"38.41,-122.75"
425,Morris Street,Sebastopol,95472.0,"38.41,-122.82"
7760,Joyce Drive,Sebastopol,95472.0,"38.42,-122.84"
1750,Barlow Lane,Sebastopol,95472.0,"38.42,-122.86"
885,California 116,Sebastopol,95472.0,"38.41,-122.84"
7450,Bodega Avenue,Sebastopol,95472.0,"38.4,-122.83"
272,Pleasant Hill Avenue North,Sebastopol,95472.0,"38.4,-122.84"
3380,Powers Road,Sebastopol,95472.0,"38.37,-122.78"
407,Eleanor Avenue,Sebastopol,95472.0,"38.4,-122.82"
209,Fredricks Ranch Lane,Sebastopol,95472.0,"38.37,-122.8"
1670,Cooper Road,Sebastopol,95472.0,"38.39,-122.8"
8155,Pillow Road,Sebastopol,95472.0,"38.39,-122.84"
7722,Lynch Road,Sebastopol,95472.0,"38.39,-122.83"
7215,Fircrest Avenue,Sebastopol,95472.0,"38.39,-122.82"
7800,Elphick Road,Sebastopol,95472.0,"38.38,-122.82"
5199,Gravenstein Highway South,Sebastopol,95472.0,"38.35,-122.76"
394,Gold Ridge Road,Sebastopol,95472.0,"38.39,-122.87"
6731,Orchard Station Road,Sebastopol,95472.0,"38.33,-122.77"
,Hensley Road,Petaluma,94952.0,"38.33,-122.82"
5000,Carroll Road,Petaluma,94952.0,"38.34,-122.88"
1583,Small Lane,Sebastopol,95472.0,"38.36,-122.81"
8940,Barnett Valley Road,Sebastopol,95472.0,"38.37,-122.85"
539,Wagnon Road,Sebastopol,95472.0,"38.38,-122.89"
3344,Gravenstein Highway North,Sebastopol,95472.0,"38.44,-122.86"
2140,Coffee Lane,Sebastopol,95472.0,"38.42,-122.89"
521,Railroad Street,Graton,95444.0,"38.43,-122.87"
11028,Peaks Pike Road,Sebastopol,95472.0,"38.43,-122.91"
11031,Cherry Ridge Road,Sebastopol,95472.0,"38.4,-122.89"
22447,Highway 116,Guerneville,95446.0,"38.49,-123.04"
,Bonita Terrace,Monte Rio,95462.0,"38.46,-123.02"
6510,Bohemian Highway,Occidental,95465.0,"38.44,-122.98"
18440,Old Monte Rio Road,Guerneville,95446.0,"38.48,-123.01"
17002,Armstrong Woods Road,Guerneville,95446.0,"38.54,-123.02"
14682,Carrier Lane,Guerneville,95446.0,"38.51,-123.0"
12245,California 116,Guerneville,95446.0,"38.5,-122.97"
15420,Mount Jackson Trail,Guerneville,95446.0,"38.53,-122.97"
,Mount Jackson Resort Road,Guerneville,95446.0,"38.53,-122.94"
11971,Summerhome Park Road,Forestville,95436.0,"38.5,-122.94"
8053,Martinelli Road,Forestville,95436.0,"38.49,-122.91"
7000,Malone Road,Forestville,95436.0,"38.48,-122.87"
5400,Gravenstein Highway North,Sebastopol,95472.0,"38.46,-122.88"
1855,Laguna Road,Santa Rosa,95401.0,"38.46,-122.85"
9627,California 116,Forestville,95436.0,"38.49,-122.94"
6760,Giovanetti Road,Forestville,95436.0,"38.46,-122.91"
,Barnes Creek,Healdsburg,95448.0,"38.58,-122.72"
778,Park Glen Drive,Windsor,95492.0,"38.55,-122.82"
7800,Eastside Road,Healdsburg,95448.0,"38.52,-122.85"
6120,Wright Way,Windsor,95492.0,"38.53,-122.78"
8615,Dalton Court,Windsor,95492.0,"38.54,-122.81"
1980,Jones Road,Windsor,95492.0,"38.53,-122.82"
7924,Winter Born Way,Windsor,95492.0,"38.54,-122.79"
244,Healdsburg Avenue,Healdsburg,95448.0,"38.61,-122.87"
807,Johnson Street,Healdsburg,95448.0,"38.62,-122.87"
212,2nd Street,Healdsburg,95448.0,"38.61,-122.86"
824,Josephine Lane,Healdsburg,95448.0,"38.62,-122.86"
4044,Old Barn Road,Healdsburg,95448.0,"38.64,-122.82"
878,Milk Barn Road,Healdsburg,95448.0,"38.58,-122.83"
2081,Toyon Drive,Healdsburg,95448.0,"38.61,-122.82"
1105,Sunset Drive,Healdsburg,95448.0,"38.62,-122.85"
,Stewarts Point-Skaggs Springs Road,Healdsburg,95448.0,"38.67,-123.01"
8329,Palmer Creek Road,Healdsburg,95448.0,"38.57,-122.94"
4109,Chemise Road,Healdsburg,95448.0,"38.64,-122.94"
23645,Old Redwood Highway,Cloverdale,95425.0,"38.73,-122.95"
19170,Geyserville Avenue,Geyserville,95441.0,"38.68,-122.87"
,,Geyserville,95441.0,"38.77,-122.85"
,Blau Road,Healdsburg,95448.0,"38.66,-122.7"
429,Sonoma Drive,Cloverdale,95425.0,"38.79,-123.03"
101,Caledonian Court,Cloverdale,95425.0,"38.81,-123.02"
428,Asti Road,Cloverdale,95425.0,"38.8,-123.01"
347,Lile Lane,Cloverdale,95425.0,"38.79,-123.01"
,Unnamed Road,Cloverdale,95425.0,"38.79,-123.1"
,,,,"38.7,-123.49"
,Unnamed Road,Annapolis,95412.0,"38.7,-123.24"
2427,Ben Way,Cazadero,95421.0,"38.54,-123.25"
5435,El Camino Bella,Bodega Bay,94923.0,"38.38,-123.08"
51,Market Street,Camp Meeker,95419.0,"38.42,-122.96"
,California 116,Cazadero,95421.0,"38.46,-123.07"
848,Bohemian Highway,Occidental,95465.0,"38.38,-122.93"
3742,Salmon Creek Road,Bodega Bay,94923.0,"38.36,-123.02"
18328,Bay Highway,Bodega Bay,94923.0,"38.33,-123.0"
19400,Milton Road,Farmington,95230.0,"37.92,-120.84"
,Cobblestone Road,Oakdale,95361.0,"37.82,-120.79"
11713,Walnut Avenue,Oakdale,95361.0,"37.81,-120.9"
5261,California 108,Oakdale,95361.0,"37.76,-120.9"
7590,Patterson Road,Oakdale,95361.0,"37.73,-120.86"
11046,Sierra Road,Oakdale,95361.0,"37.76,-120.79"
6061,Emery Road,Oakdale,95361.0,"37.73,-120.76"
,,Waterford,95386.0,"37.77,-120.69"
,Walnut Street,Oakdale,95361.0,"37.77,-120.87"
300,East C Street,Oakdale,95361.0,"37.77,-120.85"
587,Oakridge Drive,Oakdale,95361.0,"37.77,-120.86"
1942,Blue Spruce Drive,Oakdale,95361.0,"37.76,-120.87"
151,South Oak Avenue,Oakdale,95361.0,"37.76,-120.86"
1632,Kaufman Road,Oakdale,95361.0,"37.75,-120.85"
7806,Rodden Road,Oakdale,95361.0,"37.78,-120.85"
190,South Maag Avenue,Oakdale,95361.0,"37.77,-120.83"
1225,Knox Road,Oakdale,95361.0,"37.76,-120.83"
8412,River Oaks Drive,Oakdale,95361.0,"37.79,-120.83"
23896,Santa Fe Road,Riverbank,95367.0,"37.74,-120.93"
3001,Riverside Drive,Riverbank,95367.0,"37.74,-120.94"
2524,River Cove Drive,Riverbank,95367.0,"37.74,-120.95"
6218,Brie Circle,Riverbank,95367.0,"37.73,-120.95"
3643,Texas Avenue,Riverbank,95367.0,"37.73,-120.93"
3619,Incline Court,Riverbank,95367.0,"37.72,-120.93"
4929,Coffee Road,Modesto,95357.0,"37.71,-120.98"
325,Claratina Avenue,Modesto,95356.0,"37.7,-120.99"
1602,Sylvan Avenue,Modesto,95355.0,"37.69,-120.97"
4712,Mesa Drive,Oakdale,95361.0,"37.74,-120.91"
4701,California Street,Oakdale,95361.0,"37.73,-120.91"
4336,Claus Road,Modesto,95357.0,"37.7,-120.92"
4044,Roselle Avenue,Modesto,95357.0,"37.7,-120.94"
1620,Patterson Road,Modesto,95357.0,"37.73,-120.97"
1017,Country Club Drive,Modesto,95356.0,"37.74,-121.01"
1106,Saint Francis Avenue,Modesto,95356.0,"37.72,-121.01"
3542,Ladd Road,Modesto,95356.0,"37.73,-121.06"
4101,Technology Drive,Modesto,95356.0,"37.71,-121.07"
3600,Finney Road,Modesto,95358.0,"37.69,-121.08"
4281,Dunn Road,Modesto,95358.0,"37.7,-121.14"
2387,Finney Road,Modesto,95358.0,"37.67,-121.09"
5197,Paradise Road,Modesto,95358.0,"37.61,-121.09"
9638,Maze Boulevard,Modesto,95358.0,"37.64,-121.18"
3413,Janeen Way,Modesto,95356.0,"37.7,-121.06"
2433,Summerlin Drive,Modesto,95356.0,"37.7,-121.04"
3504,Dutch Hollow Way,Modesto,95356.0,"37.69,-121.04"
1530,Kiernan Avenue,Modesto,95356.0,"37.71,-121.02"
2021,Standiford Avenue,Modesto,95350.0,"37.69,-121.03"
1517,Rose Garden Court,Modesto,95356.0,"37.7,-121.02"
4847A,Stratos Way,Modesto,95356.0,"37.71,-121.0"
,Pelandale Avenue,Modesto,95356.0,"37.7,-121.01"
3519,Shoemake Avenue,Modesto,95358.0,"37.67,-121.06"
3512,Blue Gum Avenue,Modesto,95358.0,"37.66,-121.06"
1013,Chalone Court,Modesto,95358.0,"37.65,-121.05"
2117,Parr Avenue,Modesto,95358.0,"37.66,-121.04"
1118,Rosemore Avenue,Modesto,95358.0,"37.65,-121.04"
1450,Carpenter Lane,Modesto,95351.0,"37.65,-121.03"
1943,Shoemake Avenue,Modesto,95358.0,"37.67,-121.04"
,Unnamed Road,Modesto,95350.0,"37.69,-121.0"
1201,Standiford Avenue,Modesto,95350.0,"37.69,-121.01"
,Unnamed Road,Modesto,95350.0,"37.68,-121.01"
501,Roxbury Lane,Modesto,95350.0,"37.68,-121.0"
500,Gayle Avenue,Modesto,95350.0,"37.67,-121.0"
2818,Conant Avenue,Modesto,95350.0,"37.68,-121.04"
3505,Thistlewood Way,Modesto,95356.0,"37.69,-121.02"
1613,Brentwood Court,Modesto,95350.0,"37.68,-121.02"
2707,Janna Avenue,Modesto,95350.0,"37.68,-121.03"
2807,Roselle Avenue,Modesto,95355.0,"37.68,-120.94"
2516,Alexia Way,Modesto,95355.0,"37.67,-120.95"
2012,Ferrara Court,Modesto,95355.0,"37.66,-120.96"
2504,Stone Crop Lane,Modesto,95355.0,"37.66,-120.95"
2532,Scenic Drive,Modesto,95355.0,"37.65,-120.95"
1804,Maid Mariane Lane,Modesto,95355.0,"37.67,-120.93"
3505,Woodbine Drive,Modesto,95355.0,"37.66,-120.93"
2916,Laramie Drive,Modesto,95355.0,"37.66,-120.94"
946,Westmont Court,Modesto,95356.0,"37.69,-120.98"
316,Thelma Lane,Modesto,95356.0,"37.69,-120.99"
305,Kavanagh Avenue,Modesto,95350.0,"37.68,-120.99"
1037,Floyd Avenue,Modesto,95350.0,"37.68,-120.98"
1601,Falmouth Way,Modesto,95355.0,"37.68,-120.97"
200,Norwegian Avenue,Modesto,95350.0,"37.67,-120.99"
1732,Bergen Drive,Modesto,95350.0,"37.67,-120.98"
1816,Milpas Lane,Modesto,95355.0,"37.67,-120.97"
2041,Lancey Drive,Modesto,95355.0,"37.67,-120.96"
1525,Carnation Court,Modesto,95355.0,"37.66,-120.97"
1204,El Vecino Avenue,Modesto,95350.0,"37.66,-120.98"
1116,Grantland Court,Modesto,95350.0,"37.65,-120.98"
228,East Roseburg Avenue,Modesto,95350.0,"37.66,-120.99"
402,Semple Street,Modesto,95354.0,"37.65,-120.99"
400,Enslen Avenue,Modesto,95354.0,"37.65,-121.0"
1137,Woodman Way,Modesto,95350.0,"37.67,-121.01"
1200,West Roseburg Avenue,Modesto,95350.0,"37.66,-121.01"
1129,Brady Avenue,Modesto,95350.0,"37.66,-121.0"
,Stoddard Avenue,Modesto,95350.0,"37.65,-121.01"
1717,Teakwood Drive,Modesto,95350.0,"37.67,-121.02"
2006,West Briggsmore Avenue,Modesto,95350.0,"37.67,-121.03"
1620,North Carpenter Road,Modesto,95351.0,"37.66,-121.03"
1609,Del Monte Avenue,Modesto,95350.0,"37.66,-121.02"
1021,North Emerald Avenue,Modesto,95351.0,"37.65,-121.02"
205,Fairoaks Drive,Modesto,95351.0,"37.64,-121.03"
1512,Tupper Lane,Modesto,95351.0,"37.63,-121.03"
3038,Maze Boulevard,Modesto,95358.0,"37.64,-121.05"
1618,Pauline Avenue,Modesto,95358.0,"37.62,-121.05"
208,Needles Court,Modesto,95351.0,"37.64,-121.02"
915,Seybold Avenue,Modesto,95351.0,"37.63,-121.02"
719,Walnut Way,Modesto,95351.0,"37.62,-121.02"
1833,John Street,Modesto,95351.0,"37.61,-121.02"
1541,Victoria Drive,Modesto,95351.0,"37.62,-121.03"
226,Locust Street,Modesto,95351.0,"37.64,-121.01"
939,10th Street,Modesto,95354.0,"37.64,-121.0"
516,15th Street,Modesto,95354.0,"37.64,-120.99"
1606,Scenic Drive,Modesto,95355.0,"37.65,-120.97"
2044,Miller Avenue,Modesto,95354.0,"37.64,-120.96"
1600,Miller Avenue,Modesto,95354.0,"37.64,-120.97"
131,Village Road,Modesto,95354.0,"37.64,-120.98"
1164,Church Street,Modesto,95357.0,"37.66,-120.9"
4641,Gomes Road,Modesto,95357.0,"37.66,-120.91"
25,H Street,Modesto,95351.0,"37.64,-120.9"
701,Lincoln Avenue,Modesto,95354.0,"37.65,-120.94"
724,North McClure Road,Modesto,95357.0,"37.65,-120.93"
,Creekwood Drive,Modesto,95357.0,"37.65,-120.92"
709,Creekview Court,Modesto,95354.0,"37.65,-120.96"
,,Modesto,95354.0,"37.64,-120.95"
537,El Roya Avenue,Modesto,95354.0,"37.63,-120.94"
4044,Leckron Road,Modesto,95357.0,"37.63,-120.92"
624,Thrasher Avenue,Modesto,95354.0,"37.63,-120.97"
121,Madera Avenue,Modesto,95351.0,"37.63,-121.0"
221,Ruberto Street,Modesto,95351.0,"37.63,-121.01"
1304,Rouse Avenue,Modesto,95351.0,"37.62,-121.01"
916,Sonora Avenue,Modesto,95351.0,"37.62,-120.98"
98,10th Street,Modesto,95354.0,"37.63,-120.99"
630,Rouse Avenue,Modesto,95351.0,"37.62,-121.0"
665,South 7th Street,Modesto,95351.0,"37.62,-120.99"
1221,Sutter Avenue,Modesto,95351.0,"37.61,-121.01"
525,West Hatch Road,Modesto,95351.0,"37.61,-121.0"
2008,Mount Oso Way,Modesto,95358.0,"37.6,-121.0"
1816,Galas Court,Modesto,95358.0,"37.6,-121.02"
901,East Whitmore Avenue,Modesto,95358.0,"37.6,-120.98"
318,Rio Grande Avenue,Modesto,95351.0,"37.61,-120.99"
3040,Valley Brook Drive,Ceres,95307.0,"37.59,-120.98"
1934,Kinser Road,Ceres,95307.0,"37.59,-120.96"
2490,7th Street,Ceres,95307.0,"37.59,-120.95"
1442,Angie Avenue,Modesto,95351.0,"37.61,-120.94"
2509,East Hatch Road,Modesto,95351.0,"37.61,-120.95"
1224,Stonum Road,Modesto,95351.0,"37.61,-120.96"
,Unnamed Road,Modesto,95351.0,"37.61,-120.97"
1924,Jewel Street,Ceres,95307.0,"37.6,-120.95"
2008,Shushan Drive,Ceres,95307.0,"37.6,-120.94"
3104,Vernal Drive,Ceres,95307.0,"37.59,-120.94"
2942,Service Road,Ceres,95307.0,"37.58,-120.94"
2449,River Road,Modesto,95351.0,"37.62,-120.95"
1517,Lucchesi Lane,Modesto,95351.0,"37.62,-120.97"
,,Waterford,95386.0,"37.68,-120.54"
,Claribel Road,Waterford,95386.0,"37.7,-120.64"
1600,Old Tim Bell Road,Waterford,95386.0,"37.69,-120.75"
7200,Kemper Road,Modesto,95357.0,"37.69,-120.86"
6701,Yosemite Boulevard,Modesto,95357.0,"37.64,-120.87"
133,Pennsylvania Road,Modesto,95357.0,"37.64,-120.82"
210,North Pasadena Avenue,Waterford,95386.0,"37.64,-120.77"
12793,Quicksilver Street,Waterford,95386.0,"37.65,-120.76"
1690,South Old La Grange Road,La Grange,95329.0,"37.65,-120.46"
21302,Davis Road,Hickman,95323.0,"37.59,-120.59"
,Unnamed Road,Denair,95316.0,"37.59,-120.69"
12707,Cogswell Road,Hickman,95323.0,"37.61,-120.76"
10613,John Fox Road,Hughson,95326.0,"37.61,-120.8"
3167,South Hickman Road,Denair,95316.0,"37.58,-120.76"
8831,Service Road,Hughson,95326.0,"37.58,-120.83"
4725,Geer Road,Hughson,95326.0,"37.57,-120.85"
4725,Mountain View Road,Hughson,95326.0,"37.57,-120.88"
873,Charles Street,Hughson,95326.0,"37.62,-120.87"
2066,Tully Road,Hughson,95326.0,"37.6,-120.87"
2117,Vincent Avenue,Hughson,95326.0,"37.6,-120.86"
3124,Pioneer Road,Hughson,95326.0,"37.59,-120.89"
2072,Faith Home Road,Ceres,95307.0,"37.6,-120.92"
3119,Faith Home Road,Ceres,95307.0,"37.59,-120.92"
4784,East Redwood Road,Ceres,95307.0,"37.57,-120.91"
5313,Prairie Flower Road,Ceres,95307.0,"37.56,-120.93"
2476,Gondring Road,Ceres,95307.0,"37.57,-120.95"
943,East Grayson Road,Ceres,95307.0,"37.57,-120.98"
1806,West Service Road,Modesto,95358.0,"37.58,-121.02"
2593,West Whitmore Avenue,Modesto,95358.0,"37.6,-121.04"
5486,Quisenberry Road,Modesto,95358.0,"37.56,-121.09"
6006,South Carpenter Road,Modesto,95358.0,"37.55,-121.03"
2613,West Main Avenue,Crows Landing,95313.0,"37.5,-121.04"
,Unnamed Road,Crows Landing,95313.0,"37.48,-121.02"
700,Lorelei Lane,Patterson,95363.0,"37.48,-121.12"
15421,North 9th Street,Patterson,95363.0,"37.47,-121.14"
439,Roxanne Drive,Patterson,95363.0,"37.48,-121.14"
46,South Del Puerto Avenue,Patterson,95363.0,"37.47,-121.13"
16200,Gustafson Avenue,Patterson,95363.0,"37.47,-121.11"
16233,Ward Avenue,Patterson,95363.0,"37.46,-121.14"
4483,River Road,Vernalis,95385.0,"37.6,-121.2"
